features.properties.@id,Amenity_name,Latitude,Longitude,Terrace_Status
node/4844565923,Pampa Drugstore,"41,3827176","2,1712051",
node/4847673021,Usagui,"41,4021671","2,1463849",
node/4859449960,Restaurant el Magatzem,"41,3805096","2,1863595",
node/4859450597,Restaurant Cal Pinxo,"41,3806265","2,1855795",
node/4867833221,Pizzeria El Mundo,"41,3751322","2,1231212",
node/4881181797,Sierra Nevada,"41,4420581","2,1834715",
node/4892041021,Divan,"41,3843798","0,2170196",
node/4903340658,El Ramblero,"41,4219271","2,1969049",
node/4906736149,L'Olivera,"41,4058547","2,1893093",
node/4908825611,Bar Guàrdia,"41,4986715","2,1603806",
node/4908825612,Cervecería 93,"41,4990914","2,1595652",
node/4908997304,Massamara,"41,4976028","2,1595277",
node/4908997306,Rest. Massamara,"41,4973577","2,1600024",
node/4908997313,El Cafetó,"41,4987157","2,1626953",
node/4908997318,La Cantonada,"41,5010761","2,1612147",
node/4908997722,Café La Fuente,"41,5059963","2,1565039",
node/4917663030,Picnic,"41,4179648","2,1988442",
node/4935522121,Cafeteria tapes restaurant,"4,1379266","2,1379877",
node/4937772721,Vila's Bar,"41,4059086","2,1571314",
node/4938104321,Hammock Juice Station,"41,3971863","2,1671778",
node/4942498721,Bon Repòs,"4,1631399","0,2721063",
node/4973805221,Brunch & Cake by the sea,"41,3809714","2,1872568",
node/4973805421,Quinoa Aragó Vegetarià,"41,3886233","2,1598684",
node/4977546909,Tonkotsu,"41,3938467","2,1650368",
node/4983764927,Cervecería-Frankfurt,"41,4394391","2,2207951",
node/4983764929,Bar Las Tapas,"4,1442218","2,2224034",
node/4983764935,Max Bar,"41,4401476","2,2214687",
node/4983764943,Acuario,"41,4407587","0,2221976",
node/4983764944,Bar Verín,"41,4396911","2,2210187",
node/4983764949,Bar R'Aurora,"41,4400582","2,2213943",
node/4983764952,Trocadero,"41,4385047","2,2204982",
node/4983764956,El Nostre Pa,"41,4408333","0,2222094",
node/4983764957,Bar La Alpujarra,"41,4420698","2,2228867",
node/4983764958,Sant Mori,"41,4390777","2,2210618",
node/4983764960,El buen gusto,"41,4411919","2,2225719",
node/4983764965,Bar Junior Bodega,"41,4417139","2,2225318",
node/4983764975,Bar Satisfecho,"41,4385461","2,2198488",
node/4983764998,La crisis,"41,4418359","0,2221507",
node/4983765002,Bar sushi Salon,"41,4425727","2,2233672",
node/4983765004,Corre que se acaban,"41,4392453","2,2212328",
node/4983765005,365,"41,4403303","2,2225575",
node/4983765018,La que hemos liado BDN,"4,1439266","0,2220602",
node/4984235188,Las Brasas del Tío Manolo,"4,1410556","2,2078314",
node/4984256695,Pampa Mía,"41,4085709","2,2035603",
node/4986336991,Mas de Sant Lleí,"41,5475623","2,3005709",
node/4991221422,Salterio,"41,3825107","2,1760837",
node/5007434606,La Balmesina,"41,3970301","2,1522555",
node/5010794721,Syra Coffee,"41,4014925","2,1595216",
node/5010794821,Nomad Frutas Selectas,"41,3979292","2,1955517",
node/5020154350,Pizza Paco,"4,1387025","2,1810401",
node/5023905423,Petra,"41,4038883","2,1551166",
node/5028969022,Guzzo,"41,3850929","2,1836594",
node/5030247521,La Pantera Rosa,"41,4010493","2,1525903",
node/5037900607,Orio,"41,3819545","2,1763606",
node/5045656023,Castilla,"41,3681469","0,0213458",
node/5048602525,Blau Cel,"41,4043091","2,1612896",
node/5052314721,Illuminati,"4,1407315","2,1556575",
node/5053669724,La Xula Taperia,"41,4023295","2,1586126",
node/5076268937,Bar El Mesón,"41,4394491","0,2223228",
node/5081388242,La Raposa,"41,3725137","2,1639527",
node/5081847508,Rest. Casa Hidalgo II,"41,5352462","2,1327845",
node/5081847512,Restaurante Gordajos,"41,5369166","2,1325538",
node/5082277825,Vermuteria Puigmartí,"41,4013967","2,1590604",
node/5082277826,Caracas,"41,4020908","2,1601676",
node/5082288521,L'Amélie,"41,4005265","0,2157477",
node/5082288821,Curuba,"41,3999554","2,1574731",
node/5086827321,Metric Market,"41,3916196","2,1419287",
node/5088945722,La Juanola,"41,4066765","2,1569377",
node/5089333723,Ciuri‘s,"41,4052466","2,1565749",
node/5105012628,Entre Hores,"41,4030943","2,1577829",
node/5109943322,Intrèpid,"41,4043018","2,1550041",
node/5110964523,La Trobada,"41,4015625","2,1520155",
node/5111094221,El Dorado Chicken,"41,3930251","2,1579995",
node/5111795421,Esterri,"41,3812449","0,2161753",
node/5113896626,Granja Fimon's,"41,4477805","2,2438919",
node/5117052518,Mar de Pins,"41,2717048","2,0406335",
node/5118124314,Kebab Bocateli,"41,4426035","2,2166674",
node/5118124320,El Jardín,"4,1439587","2,2145247",
node/5118126421,Bar Frankfurt Polideportivo,"41,4429429","2,2162226",
node/5118126428,Granja Modesto,"41,4343689","2,2158958",
node/5118126435,Cafeteria i Forn de pa Grey,"41,4332655","2,2174982",
node/5118126438,Frankfurt Piscis,"41,4360107","2,2158678",
node/5118126440,Bar Julio,"41,4348299","2,2151483",
node/5118126443,Bar Beethoven,"41,4328863","2,2181523",
node/5118126453,Bar Bondia,"41,4342763","2,2160261",
node/5128050899,Swagatam,"41,3982774","0,2160725",
node/5128075585,Monkey Factory,"41,3927261","2,1544614",
node/5137360822,El Jardí,"41,4475237","2,2469586",
node/5137360826,Cafeteria Centre,"41,4505363","0,0224466",
node/5144745888,Bar La Imperial,"41,4372451","2,2200669",
node/5144745889,Gabi,"41,4372105","2,2199582",
node/5144745893,Bar India,"41,4420657","2,2284253",
node/5144745896,Mokka,"41,4371063","2,2201689",
node/5156690125,Loc,"41,4351636","2,2283155",
node/5160440326,Les Termes Bdn,"41,4520115","2,2476488",
node/5167185733,La Sucursal,"41,3806502","2,1611889",
node/5167569072,El Mercader de L'Eixample,"41,3923316","2,1603286",
node/5168232323,El Drac de Sant Jordi,"41,3826475","0,0217416",
node/5168232324,Colmado,"41,3819235","2,1744264",
node/5175039621,Green's,"41,3959672","2,1496553",
node/5176233727,Els Porxos,"41,4031581","2,1751611",
node/5182260830,Catafal,"41,4088089","2,1468574",
node/5182947092,Restaurant Masia El Casot,"41,6296258","1,7993466",
node/5190930121,Casa Ángel,"41,4070235","2,1818566",
node/5192085421,Esterri,"41,3812805","2,1618108",
node/5198200824,Copa d'Or,"41,3963876","2,1688461",
node/5198200829,Gyoza Bistró,"41,3940771","2,1723519",
node/5198201029,Palermo,"4,1395953","2,1655387",
node/5198201036,Nou Can Codina,"41,3989586","2,1608728",
node/5198201122,La Particcela,"41,3961328","2,1697679",
node/5198201124,Riko's Braseria - Restaurante,"41,3929731","2,1692667",
node/5199718422,El Meu Poble,"4,1403514","2,1497995",
node/5199743028,seven7seven,"41,3898868","2,1622344",
node/5203956424,365,"41,3848621","0,2166981",
node/5204556111,Chico,"4,1403085","2,1337574",
node/5207046925,Sense Nom,"41,3843558","2,1622563",
node/5207067522,El Maravillas,"41,3868914","2,1323626",
node/5208223424,Bonastre,"41,3774986","2,1587463",
node/5210884653,Bar Restaurant Tres Temps,"41,4359158","0,2192926",
node/5212252535,Tariq,"41,4477214","2,2405051",
node/5218828496,Conecta,"41,4388265","2,2253266",
node/5218828499,Sweet dolç,"41,4385456","2,2254351",
node/5223073021,Punto Uy,"41,2656739","1,9763358",
node/5223167022,Topanga Club,"41,2656265","1,9852638",
node/5226505321,Bodega E. Marin,"41,4025586","2,1609645",
node/5228942946,La Pubilla,"41,3995748","2,1536674",
node/5236048598,La Placeta,"4,1355458","2,0312476",
node/5236478924,Afecte,"4,1393722","2,1656331",
node/5237627856,Tasmango Dessert,"41,3909254","2,1784375",
node/5238186123,Lennox,"41,3834186","2,1829502",
node/5257605852,Restaurant Rubión,"41,5462346","2,1044683",
node/5271863048,Rest. Alexandre,"41,4322501","2,1835476",
node/5286467104,Granja Monsul,"41,4437723","2,2239591",
node/5291676624,People Cafe,"41,3818105","0,2157367",
node/5298404593,Próspero,"41,4382431","2,2237839",
node/5298404603,Bar Salamanca,"41,4388532","2,2246477",
node/5298405325,Bar Can Gabella,"4,1438981","2,2253292",
node/5298405327,Bar Benuga,"41,4383471","2,2243229",
node/5298405384,Bar Rocío Los Cazadores,"41,4389682","2,2252641",
node/5299921729,Bar Restaurante Casa Ruiz,"0,4143662","2,2227383",
node/5299921764,Bar Crack,"41,4343466","2,2189911",
node/5299921787,Snack bar Masnou,"4,1437696","2,2247736",
node/5299921791,Matew's,"4,1434471","2,2187112",
node/5299921803,El Reencuentro,"41,4347008","0,2219111",
node/5299921811,Can Daura,"41,4358077","2,2218721",
node/5299922525,Bar La Imperial,"41,4354603","2,2205399",
node/5299922526,Bar Marta,"41,4349148","2,2200469",
node/5299922528,Crispan,"41,4355534","0,2221508",
node/5304593461,Bar Titó Doner Kebab,"41,5613786","2,0957056",
node/5313632423,365,"41,3789307","2,1718613",
node/5318776378,365 Obrador,"41,4472943","2,2503389",
node/5327558998,Bar Susana,"4,1371676","2,1442035",
node/5327570662,Ancestral,"41,3977332","2,1656576",
node/5331833101,La Masia Costablanca,"41,4793351","1,9492685",
node/5334717266,Xamfrà,"41,5862718","2,3245938",
node/5334717269,Dover,"41,5869307","2,3255485",
node/5347967007,Bar Marín,"41,4474106","2,2217195",
node/5347967009,Bar La Cantonada,"41,4474812","2,2209325",
node/5359027653,El Kóm,"42,1029314","1,8448934",
node/5363964402,El gran croissant,"41,4359355","2,2167366",
node/5382630623,Nou Capriccio,"41,5473078","2,2058198",
node/5395531687,Las Marismas,"41,3701297","2,1215161",
node/5407919537,El Yate,"41,4039787","2,1367463",
node/5417394838,Cervecería La Torrada,"4,1456481","2,2598724",
node/5417394850,Les banderes,"41,4569511","2,2581779",
node/5417517130,Tou Kichi Rou,"41,3919953","2,1432267",
node/5418243448,La Pampa,"41,3793623","2,1879402",
node/5418243450,els maians,"41,3786757","2,1882219",
node/5418243451,no30,"41,3791653","2,1879988",
node/5418243452,Lolita,"41,3783615","2,1882936",
node/5418243453,Toc de mar,"4,1378976","2,1881069",
node/5418243454,Reina Margherita,"41,3792655","2,1879835",
node/5423301022,La Ronda,"41,3896126","0,2174059",
node/5434314893,PolkaBarcelona,"41,3859057","2,1326565",
node/5442906633,La Cort Montseny,"41,7759515","2,3736912",
node/5484118062,Nazar,"41,5477867","2,1084492",
node/5484155212,Sushi21,"41,5471595","2,1078983",
node/5484175717,El Suau,"41,5471823","2,1084145",
node/5485540627,Bar Placídia,"41,3999472","2,1524915",
node/5487473548,Cafè Mos,"41,4143487","2,1384116",
node/5488634279,Eli,"41,6296031","2,2967927",
node/5498351755,365 Cafeteria Forn de Pa,"41,3747778","2,1626826",
node/5509139428,La Carmanyola,"41,4013829","2,2068942",
node/5521367230,La Centraleta,"41,4827526","2,2686775",
node/5521367255,Malenkas,"41,4800216","0,2267642",
node/5521367302,Restaurante Mas Blanc,"41,4874247","2,2697563",
node/5536153362,Cafeteria La Dona,"41,4396715","2,2242727",
node/5564055763,Panda & Smile,"41,3842068","2,1585673",
node/5564064431,Atrapatapa,"41,3832362","2,1568636",
node/5570750334,Ca l'Àngel,"41,5453195","2,1162312",
node/5595134220,Cervecería Amoretty's 3,"41,4412382","2,2200117",
node/5606506169,Sincopa,"41,3803881","2,1789886",
node/5611733921,Buenas Migas,"41,4024253","2,1743326",
node/5617465886,Amateur,"41,3967536","2,1962847",
node/5629908322,la bona pinta,"41,5789391","2,5518948",
node/5630141472,Restaurant Can Cambó,"41,7159943","2,5223033",
node/5646335577,Can Llaunes,"41,4478763","2,2510005",
node/5646412432,Made in Sicily,"41,4483394","2,2490191",
node/5646415922,La Bella Istambul,"41,4479233","2,2494906",
node/5658288082,Can Teixidó,"41,4491148","2,2483189",
node/5663240986,Cafè Escac,"41,3837378","2,1695562",
node/5676005621,CACHO,"41,3931048","2,1910878",
node/5677839843,Rest. La Tagliatella,"41,5291709","2,1887203",
node/5677839844,Rest. Vostre Vite,"4,1529178","0,2187255",
node/5692899822,Voramar,"41,6013556","2,6251155",
node/5693392592,Cal Jordi,"41,5215603","2,1270859",
node/5696409381,L'AUTÈNTIC Restaurant Libanès,"41,4020828","0,2200141",
node/5705925129,Analògic,"41,5385134","2,2142438",
node/5718757792,360°,"41,3790957","2,1696433",
node/5721034923,Nogal,"41,3989677","0,2178717",
node/5729165321,Restaurant Mirador de Montserrat,"41,7876058","1,8258513",
node/5734606540,Indalo House,"41,6351332","2,7237301",
node/5734606724,Yogurtheria Danone,"41,6306866","0,2716861",
node/5793057257,Bar Granja el Chiquitín,"41,4398176","2,2263171",
node/5796742218,The Clock,"41,3754168","2,1482785",
node/5805410453,Morrow Coffee,"41,3771392","2,1513283",
node/5806521955,Paisano Bistró,"41,4048549","2,1759323",
node/5810830023,La Catedral,"41,3807635","2,0455289",
node/5820816655,Bar Beny,"41,4357971","0,2190894",
node/5834678738,La Capella de Can Gambús,"41,5459294","2,0816889",
node/5856758686,El racó de les tapes,"41,4357708","2,1910224",
node/5878496985,UDON,"41,4051569","2,1921906",
node/5879045660,El Marítimo,"41,2650269","1,9972845",
node/5885863967,Bar Mundial,"41,9997345","2,2769707",
node/5914744894,Vesta,"4,1402071","2,1647815",
node/5916157285,Bar Castells,"41,3841472","2,1698121",
node/5923867889,null,"41,4406062","2,2451514",
node/5930228787,Mi casa,"41,3993608","2,1535771",
node/5933808740,Kserol,"41,3986236","2,1753141",
node/5937662803,Yayo Juan,"4,1440799","2,2158885",
node/5938571987,La Mesa,"41,2713207","1,9815249",
node/5941022561,Wok Chef,"41,2801362","1,9774272",
node/5941029919,Sushi Chef,"41,2801775","1,9773716",
node/5941029920,Wu Sushi,"41,2805888","1,9774901",
node/5944781772,Restaurante Burning Rock&Food,"41,3746837","2,1311612",
node/5951964888,el Fornet,"41,3882003","2,1723419",
node/5972440521,Feroz,"41,3965882","2,1508404",
node/5980982393,Pepa Tomate,"41,3767661","2,1627826",
node/5996234004,El Racó de Can Valentí,"41,3678944","2,0183519",
node/6000108088,La Neura,"41,4002093","2,1660134",
node/6001279431,Bar del Centre - Pep's,"41,6113128","2,5396221",
node/6009236381,Mesón Balouta,"41,4384121","2,1649296",
node/6010958530,Pizzeria Roma,"41,4412632","0,2225814",
node/6010958538,Bar Avenida,"41,4371962","2,2238498",
node/6010958540,Bar Trébol BCN,"41,4352675","2,2193633",
node/6027971388,Novell,"41,4070495","2,1667319",
node/6038827086,Honest Greens,"41,3986972","2,1569862",
node/6052688287,100 Montaditos,"4,1378233","2,1703488",
node/6056018547,Verdaguer,"41,9308683","2,2506089",
node/6066258257,Bar Roma Sports,"41,4449369","2,2223513",
node/6089625321,Vivari,"41,3973187","2,1676233",
node/6093865396,The FRESH POKE,"41,3975268","2,1644457",
node/6093944886,Nicasso,"41,4072456","2,1873211",
node/6096656135,Yoi Yoi Gion,"41,3965593","2,1606187",
node/6101403131,Gokoku,"4,1384177","2,1589709",
node/6101403340,Rainbow,"0,0413843","2,1604818",
node/6104559348,Belles Arts II,"41,3872827","2,1361782",
node/6104561002,Toyodo,"41,3866914","2,1375355",
node/6106764321,Il Caffe di Francesco,"41,3930707","2,1642758",
node/6109526596,El Cuiner de Damasc,"41,3814196","2,1776754",
node/6110978486,Bonaparte,"41,4775805","2,0724847",
node/6118581143,Penya Solera Barcelonista,"41,6152741","2,0847706",
node/6123253862,Bar Granja Oasis,"41,3505068","2,1127043",
node/6126749461,Cantero,"41,3942111","2,1902433",
node/6132612213,El Racó d'en Min,"41,3810625","2,0457741",
node/6139362988,Starbucks,"41,6100761","2,3431994",
node/6164234382,Poké Sí,"41,4052321","2,1924708",
node/6164235940,Sundown,"4,1401992","2,1998344",
node/6164236104,Palo Verde,"41,4047343","2,1968042",
node/6166398253,Panet,"41,3861845","2,1430687",
node/6181549643,Braseria El Rebost de l'àvia,"41,6089789","2,5406961",
node/6181549644,Plats (antic Cafè Rovira - Can Ton),"41,6092521","2,5406646",
node/6181549646,Pastisseria Mateu Closa,"41,6085328","2,5407907",
node/6182404055,Kasa,"41,3861348","2,1656868",
node/6188914880,Bella Venezia,"41,3965502","2,1644865",
node/6188922858,Arc iris,"41,3998386","2,1715382",
node/6192645490,Candela Bar,"41,9284049","2,2547101",
node/6193461695,Sun Market,"41,3928465","2,1569854",
node/6193462120,365,"4,1393419","2,1577106",
node/6193462651,Level,"41,3935276","0,2157906",
node/6193479448,Akashi Sushi Bar,"41,3923045","2,1558108",
node/6195973993,Los Jardines,"4,1389813","2,1404758",
node/6200571548,La Svolta,"41,4061025","2,1515184",
node/6202321417,La Tapeta del Coll,"41,4179646","2,1467035",
node/6204104907,La Papa,"41,3898088","2,1577366",
node/6209023659,Bar Duero,"41,3853421","0,2137435",
node/6211250651,Agüelo013,"4,1380305","2,1792164",
node/6216083704,La Coma,"41,3401472","2,1265697",
node/6216218158,la Zona,"41,3460291","2,1439158",
node/6216756977,Estrella de Istanbul,"41,4098375","2,1751296",
node/6227022402,La Bona Estrella,"41,5004606","2,3199356",
node/6230304873,Bar Munich,"42,1024636","1,8447009",
node/6230377291,Pizzeria la Notta,"42,1025594","1,8451501",
node/6230377294,SINERA Brases Cafè,"41,3874741","0,2136485",
node/6230395442,Akelarre,"41,3892275","2,1373726",
node/6230407068,Starbucks,"41,3951351","2,1581903",
node/6232752417,El Taller,"41,3587511","2,1404908",
node/6237797177,Luri,"41,3977931","2,1514901",
node/6246525924,in blue,"41,3877036","2,1368756",
node/6250219942,Al sur,"41,3941572","2,1586822",
node/6258204268,Bar la rotonda,"41,5899603","2,1766346",
node/6258570565,Dino Pan,"41,3824376","2,1318622",
node/6258570699,Don Sándwich,"41,3820321","2,1315862",
node/6258596765,365,"41,3784255","0,0213365",
node/6258715958,La Lluna de Gavà,"41,3672801","2,1403759",
node/6258718433,La Toscana,"41,3805625","2,1323335",
node/6258718652,Cafeteria Melody Bar,"41,3779464","2,1338934",
node/6258719247,Bar Florida,"41,3592896","2,1399844",
node/6260784864,La Cabaña,"41,3699161","2,1341331",
node/6260786086,365,"41,3853379","0,2132912",
node/6260786193,Goiko Grill,"41,3656448","2,1357604",
node/6264834185,König,"41,3862163","2,1827612",
node/6298115913,N.A.P.,"41,3774834","2,1900137",
node/6316025985,L'Esclop,"41,3768262","2,1577412",
node/6327683764,Can Duran,"41,4934234","0,2295407",
node/6327728376,Aromakaori,"41,4934885","2,2954368",
node/6330973943,Don Kilo,"41,3998564","2,1639573",
node/6333708759,SandwiChez,"41,3941488","2,1694356",
node/6334053687,Cafè Yafa,"41,3997495","2,1643963",
node/6334053692,La Mananta,"41,3994169","2,1648424",
node/6336760726,Pub Xauxa,"42,0003612","2,2829636",
node/6339732807,La Soca 2,"41,3912352","2,1594135",
node/6339732809,Creps Barcelona,"41,3905618","2,1590619",
node/6354263498,El trull,"41,6849372","2,2861664",
node/6357834156,Les gens que j'aime bar,"41,3936947","2,1648505",
node/6358655347,Can Tres,"41,3466448","1,8468417",
node/6369964287,El Bon Gelat,"41,4806708","2,3166763",
node/6371980485,Three Marks Coffee,"4,1397233","0,2183147",
node/6373743750,Frankfurt de Maria,"41,4904049","2,2959659",
node/6376143556,Cafeteria de l'estació,"4,1220196","1,7302961",
node/6378022248,Bon Lloc De La Tieta,"41,4791788","1,9189225",
node/6381462875,Comarca Cuina L’Hocal,"41,3609203","2,1295937",
node/6424929026,Cafeteria Samy's,"41,3637433","2,1369241",
node/6424929700,Sakuraya,"41,3653001","2,1307952",
node/6431480513,Restaurant Bodega de Tapas,"41,3772493","2,1371156",
node/6431508292,Bodega Salvat,"41,3711848","2,1345217",
node/6431508293,Jaqueline's,"41,3682256","2,1345214",
node/6431508485,Japonia Café,"41,3806518","2,1387176",
node/6431508488,La Bodegueta de Sants,"41,3710695","2,1344235",
node/6431512182,Bar Montevideo,"41,3693939","2,1342386",
node/6431558869,Bar Alegría,"41,3629394","2,1373301",
node/6431559030,Bar El Faro,"41,3628529","2,1373795",
node/6433259684,Entre Copas,"41,3621672","2,0761548",
node/6435327238,Rabbar,"41,3865007","0,2132272",
node/6438381289,Vera Café,"41,3883674","2,1779512",
node/6441451785,Líder de Istanbul,"41,3752687","2,1338088",
node/6445233216,Gyoza Bar,"41,3931059","2,1798949",
node/6450380989,Bar But,"41,3979648","2,1593688",
node/6450381086,La Porxada,"41,4030026","2,1637245",
node/6458330471,Txoko,"41,2656845","1,9783953",
node/6461425689,El Elefante,"41,2705307","1,9519847",
node/6462934229,Concordia,"41,3864201","2,1321758",
node/6475037976,L'Oasi a Consell,"41,3830142","2,1547507",
node/6477273844,Fandango,"41,3982346","2,1423415",
node/6477417847,Café & Tapas,"4,1388993","2,1334401",
node/6497296739,D'Herber,"41,2667259","1,9568182",
node/6497410694,2112,"4,1266528","1,9570644",
node/6506313588,Antigua,"41,3980086","2,1492952",
node/6507308246,L'Antica Pizzeria Da Michele,"41,3928154","2,1682858",
node/6532206187,Yü Sushi,"41,4032734","2,2032208",
node/6532330793,La Xemeneia,"41,4016359","2,2048002",
node/6535101686,Alma Loca,"41,3992845","2,1970974",
node/6538194375,Mr. White,"41,3761815","2,1601126",
node/6568369188,Elpilar,"41,4000903","2,1489875",
node/6579629985,Galicia,"41,3779733","0,2152458",
node/6582698575,La Pelleria,"41,6304877","2,1680889",
node/6597321587,Welcome,"41,4065151","2,1509474",
node/6600189447,café bar juli-mac,"41,3782625","2,1239845",
node/6614676296,Malpaso,"4,1394222","2,1716963",
node/6642989000,El Pa Sencer,"41,3835483","2,1341796",
node/6642989001,Ateneu Popular de les Corts,"41,3826968","2,1329407",
node/6654663464,Restaurant Centre Cívic La Fonteta,"41,6879754","2,1624756",
node/6665384785,Kahiki,"41,3856178","0,2162618",
node/6680396487,La prorroga,"41,4032976","2,1567512",
node/6680687871,La Mar Salada,"41,3768035","2,1888904",
node/6681709948,Kiltro Gràcia,"41,4018317","2,1544539",
node/6684448285,Ca La Plade,"41,7957462","1,9494128",
node/6685542220,La Xicra,"41,7958332","1,9499691",
node/6685542222,Mallorca,"41,7984907","1,9546884",
node/6685601194,Bar de la Piscina,"41,7951227","1,9500368",
node/6688243335,Maresme 2,"41,5898405","2,5770973",
node/6690595779,Sensi Tapas,"4,1380334","2,1799583",
node/6694720433,365 Cafè,"41,3646745","0,2128033",
node/6699876160,El Polònia,"41,7964733","1,9532773",
node/6699956275,Frankfurt El Tirolés,"41,7966245","1,9533162",
node/6707500988,Morrison's Bar,"41,7977421","1,9543878",
node/6710510485,Catedral 1951,"41,3849142","2,1757337",
node/6724669048,Ciutat Nova,"4,1364904","2,1292861",
node/6742296664,Charlotte's Grill,"41,5026398","2,3935476",
node/6750944404,Brasaña,"41,3605721","2,1345777",
node/6757307686,Kitsu,"41,4017918","2,1543486",
node/6757314489,LomoAlto,"41,3936053","2,1663935",
node/6758158787,Tapa Tapa,"41,2901705","2,0780363",
node/6766273102,inti & chaska,"41,3886755","2,1599487",
node/6771863086,Montseny,"41,4070642","2,1804416",
node/6775495571,El Petit,"41,3298893","2,0988681",
node/6779994555,Anònims,"4,1605451","2,2863549",
node/6782427526,Híbrid Cafè Restaurant,"41,3771219","2,1203336",
node/6786006588,365,"41,3820297","2,1697221",
node/6790695789,El Rincón de la Abuela Venezolana,"41,4058359","2,1788147",
node/6797535703,La Pergola,"4,1565858","2,2250231",
node/6805613085,Bar la Cabaña,"41,4071784","2,1778546",
node/6812099686,La Xurreria de Maria,"41,4050102","2,1750002",
node/6812437100,Turó del Sol,"41,5711528","2,5174266",
node/6816163527,La Sardana,"41,7947229","1,9466928",
node/6821384885,Blu Bar,"41,3983358","2,2045648",
node/6835358009,Murivecci,"41,3874075","2,1828282",
node/6852974547,Garrido,"41,3603039","2,1401381",
node/6852994516,La Patatona,"41,3604651","2,1400108",
node/6855027201,Bar Sandwicheria Enka 3,"41,3758876","2,1221107",
node/6860205488,Maximmus Pizzeria Napoletana,"41,5465271","2,1096379",
node/6871523347,Cafe Punto 10,"41,3805947","2,1364501",
node/6872217819,Restaurant Els Casals,"42,0313397","1,9609269",
node/6898449463,null,"41,4333659","0,0215323",
node/6914132390,El Nou Ramonet,"41,3817315","2,1876268",
node/6920233083,Celler del 22,"41,5030041","2,0358008",
node/6920498788,Bar Los Gomez,"41,5017926","2,0376731",
node/6946328085,Cremat 11,"41,3855109","2,1810205",
node/6973926711,Syra Coffee,"41,3965047","2,1941864",
node/6983227455,SNOOKER - Cocteles y Billarea,"41,3921561","2,1703663",
node/7002869606,Chebú,"41,3791162","2,1515085",
node/7003296923,Triple Sec,"41,3747448","2,1609868",
node/7004598841,Orange Coffee,"41,4052864","2,1712189",
node/7005776709,Cafetería Anna Valls,"41,2783203","1,9742387",
node/7008629771,la Giralda,"41,4901768","2,1383377",
node/7014308129,Bar Bodega Lentejil,"41,4429922","2,2175094",
node/7014308131,Bar Las Pakas,"0,4144228","2,2155426",
node/7017780931,Yoüme,"41,3835882","2,1541892",
node/7022490314,null,"41,4996556","2,0350621",
node/7063767268,Alba,"4,1495381","2,1560925",
node/7063767279,Happy Time,"41,4969701","2,1615803",
node/7063767281,Hu,"41,4970967","2,1610908",
node/7091938456,Pecat,"41,3661164","0,2128038",
node/7098025886,El Club del Café,"41,4340729","2,1892624",
node/7099960186,Couleur Café,"4,1387805","2,1781701",
node/7124857728,Cabo,"41,3964797","2,1851438",
node/7124886841,Bar D'Ocata,"41,4799091","2,3191281",
node/7132160620,Santagloria,"41,3863926","2,1243567",
node/7141587085,La Cereria,"41,3815426","2,1767152",
node/7150994121,Vivari,"41,3998419","2,1775677",
node/7163665181,Caffe Di Khalma,"41,5066779","2,1558925",
node/7177389087,Juice Dudes,"4,1391908","2,1865038",
node/7214524502,Estació,"41,5781548","1,6296855",
node/7234692489,Van van var,"41,3942304","2,1901096",
node/7245065063,Café del Casal Català,"41,5334727","1,7704445",
node/7293294979,Burger Mitic,"41,1968266","1,6509201",
node/7296532932,Morelia,"4,1237839","1,8054094",
node/7296670260,Oasis bar,"41,2385127","1,8065384",
node/7318977151,null,"41,3711664","2,1434617",
node/7318977152,Esber 2,"41,3709816","0,2143269",
node/7318977155,Bar Joaquim,"41,3704145","2,1424922",
node/7318977156,Vivari,"41,3686165","2,1410874",
node/7318977159,kebo,"4,1369867","2,1427242",
node/7327013943,Sant Jordi,"41,5636465","2,0027471",
node/7431790448,Santagloria,"41,3896086","2,1200086",
node/7438491414,null,"41,3733479","2,1301506",
node/7489890277,El Sot de la Granota,"41,6827747","2,4844359",
node/7504941029,Iberic Fusión Platja,"41,4380577","2,2431806",
node/7504941031,l'Altre Can Mario's,"41,4405591","2,2418866",
node/7504941033,L'Esmolet,"41,4432993","2,2460741",
node/7504941035,la Masia de la Xesca,"41,4452013","2,2417838",
node/7530273554,Cafe del Candela,"41,5676194","2,0091603",
node/7536467212,Bar Cerveceria Los Escudos,"41,4489917","1,9755722",
node/7536467224,Granier,"41,4490845","1,9680896",
node/7556638089,Alta Galicia,"4,1402507","2,1991803",
node/7556742392,Malhumor,"0,4140441","2,1947619",
node/7556742593,Menjador del Centre,"41,4009756","2,2000272",
node/7563962192,Passeig9,"41,4014488","2,2009478",
node/7567488936,Can Capablanca,"41,5433567","2,1011793",
node/7572073979,Cal Moliné,"41,7279452","1,8380099",
node/7578497085,Casa Pepe,"41,5405513","2,4343848",
node/7600529740,Restaurante La Flama,"41,3514861","2,1114722",
node/7618205068,El Pellizquito,"41,3501292","2,1105817",
node/7618205076,Granja Luna,"41,3500015","0,2110008",
node/7619828485,Chalo,"41,2657941","0,1974968",
node/7640514041,Bar Plaça Carles Buïgas,"41,3711833","2,1510204",
node/7644933199,Almirall,"41,4100171","2,1883052",
node/7660760278,Forn de l'Avi Josep,"41,4470872","1,9744032",
node/7660778088,El Timón,"41,4489247","1,9737093",
node/7671056643,la Parada,"41,4482833","1,9737778",
node/7671056657,Frankfurt Tu i Jo,"41,4512882","1,9713294",
